Authors,Title,Publication,Year,Link,Paper ID,Abstract,coincidences
"['Arya Menon', 'Pramath Keny', 'Gaurav Mohta']",design of smart antennas for nanosatellites,"IAC 2013 congress proceedings, 64th  International Astronautical Congress (IAC),  23–27 September 2013, Beijing, China",2013,https://dl.iafastro.directory./event/IAC-2013/paper/18567/,18567,Nano-Satellites due to their small size and mass limitations pose a tight constraint to the selection of on-board antennas. Furthermore most of these Nano-Satellites communicate in the band of 144 – 146 MHz in the VHF range and from 434 – 438 MHz in the UHF range. Designing antennas at these frequencies usually makes them larger than the actual Nano-Satellite itself. Typically Nano-Satellites incorporate Monopole or the Dipole Antennas for communication purpose since these antennas can meet the strict design requirements. These antennas are characterized by Omni-Directional radiation pattern having a low directivity and a large Beamwidth; this leads to the antennas being less efficient and also amounts to a large power loss in the communication link. In this paper we propose a Smart Antenna system for a Nano-Satellite consisting of a Monopole based phased array. The radiation pattern of this array can be adjusted depending upon the attitude and orientation of the Nano-satellite using an on-board controller.  The radiation pattern can be made highly directional towards the ground station during the downlink operation whereas it can be made Omni-directional when the satellite is unable to maintain its pointing accuracy thus ensuring a reliable communication uplink irrespective of its state of stability. This adjustable radiation pattern of the smart antenna system can be used to overcome the pointing accuracy losses and also will provide sufficient gain to help boost the communication link budget. The design and simulation of the complete Smart Antenna System along with deployment mechanisms will be summarized in the paper.,4
['G. SUNDARAVADIVELU'],development of fluid control components for liquid propulsion systems of isro,"IAC 2013 congress proceedings, 64th  International Astronautical Congress (IAC),  23–27 September 2013, Beijing, China",2013,https://dl.iafastro.directory./event/IAC-2013/paper/18875/,18875,"Fluid Control Components play vital role in the successful operation of Liquid Propulsion Systems in launch vehicles and satellites of ISRO.  They perform a wide variety of functions which include admission or cut off of propellants into the engines, filling and draining of propellants and stored gases, chilling of cryo propellant feed lines, pressure regulation, flow modulation, start and stop of engines, flow cut off and isolation etc. They handle different fluids including corrosive propellants, hot and cold gases, cryogenic fluids etc.,

The fluid components development in ISRO has evolved over last four decades, starting from direct acting simple solenoid valves and pressure regulators to large multi functional modules and miniaturised valves for micro thrust control.  All the fluid control components required for the Liquid Propulsion Systems of Launch vehicles and Spacecrafts including the cryo stages have been indigenously designed and developed.  The experience gained over the years during manufacturing, development, qualification, acceptance testing and flight system integration had provided a wealth of data which were useful in the refinement of design criteria and principles in the area of fluid control components.

This paper presents the development and flight pedigree of fluid control components which covers the following details:

 Role of fluid control components 
 Various types of fluid components developed
 Systems which use these components and missions accomplished
 Design aspects for various types of components
 Criticalities involved in the realization of components
 Materials used and fabrication methods for realization of the components
 Facilities and equipments used for realization of the components.",1
"['Xiaodong Peng', 'Wenming Xie', 'Ning Wang', 'MengYun Chen']",interaction-based conceptual design methods for space science missions,"IAC 2013 congress proceedings, 64th  International Astronautical Congress (IAC),  23–27 September 2013, Beijing, China",2013,https://dl.iafastro.directory./event/IAC-2013/paper/16563/,16563,"According to the design, validation and selection of the space science mission in conceptual design phase, a number of aerospace organizations have applied Integrated  Collaborative  Engineering  (ICE) processes to the space system conceptual design, such as ESA’s CDF, JPL’s PDC, etc. The Chinese academy of sciences Space Science Planning Demonstration Center (SSPDF) is also based on this objective, aiming to achieve a feasible design concurrently, efficiently and effectively in the early conceptual phase. In this process, how do the SSPDF support scientists, sponsors, designers who have completely different knowledge background communicate without disturbance of comprehension, and how to lead all user mining requirements and optimizing design are problems bothering us. In the traditional way, first we define scientific goals and requirements through the literal and sheet description, or some standardized language, and then realize the preliminary design model by professional design tool. This method is getting more and more difficult to satisfy the current demand for efficiency and advanced interaction. Therefore, this paper introduces a design method to satisfy a variety of user's cognitive and intellectual characteristics, which can meet all design personnel in a certain abstract level in the early design phase. Interactivity is the main feature, which can lead scientists to the freedom of expression, and can be fully understood by others; provide an interactive environment that support creative thinking, analysis, and design for domain experts, and show understandable design results to scientists, and sponsors; let sponsors get a clear understanding of the various design results and make decisions.

  This article discuss the space science mission interactive conceptual design method from the design content modeling, visualization technology and interactive process designing.The design content modeling definite design constraints, information and knowledge model which involved in the process of the design of  space missions,  in this paper，it mainly foucs on classifing and modeling of orbit dynamics design, satellite structure design and mission scenario desing. Visualization technology is mainly to    discuss various information visualization techniques for the design content. Interaction process designing is foucs on establishing the human-computer collaborative designing process based on studies of cognitive psychology .That means according to the people's cognitive characteristics and the  computer working characteristics, set up a human-computer interactive design process which can exploit their respective advantages of man and machine.",1
"['YAO Dong', 'GAO Bo']",inverse estimation on elastic parameter of particulate reinforced composites based on cax,"IAC 2013 congress proceedings, 64th  International Astronautical Congress (IAC),  23–27 September 2013, Beijing, China",2013,https://dl.iafastro.directory./event/IAC-2013/paper/19133/,19133,"Particulate Reinforced Composites (PRC) such as propellant has been applied widely in space launcher. Considering the fluctuating of components as well as the complexity of molding technology, dispersion of mechanics performance which is interesting for both designer and fabricant, is distinct for PRC vessel. It is reported that experiential expression can be formulated between capability and structual as well as performable parameters. However, batch diversity and single product’s peculiarity was hardly obtained in manufactory. In this paper, General Regression Neural Network (GRNN) is introduced to establish inverse estimation method on elastic parameter for solid rocket motor (SRM) grain. Basing displacement information from characteristic points, sample building method is put forward by finite element numerical experiment. Multidisciplinary software such as ABAQUS, EXCEL, are integrated in Matlab. After error evaluating, the inverse estimation method is performed to analyze vertical storage test of a certain grain. Consequently, the flexibility and versatility of the method are distinctly.",2
"['Snorre Stavik Rønning', 'Marianne Bakken', 'Roger Birkeland', 'Patrick J. Espy', 'Robert Hibbins']",optimizing an infrared camera for observation of atmospheric gravity waves from a cubesat platform,"IAC 2013 congress proceedings, 64th  International Astronautical Congress (IAC),  23–27 September 2013, Beijing, China",2013,https://dl.iafastro.directory./event/IAC-2013/paper/18138/,18138,"The NUTS (NTNU Test Satellite) is a satellite being built in a student CubeSat project at the Norwegian University of Science and Technology. The project was started in September 2010 and is a part of the Norwegian student satellite program run by NAROM (Norwegian Centre for Space-related Education). The NUTS project goals are to design, manufacture and launch a double CubeSat by 2014. The satellite will fly two transceivers in the amateur radio bands. Final year master students from several departments are the main contributors in the project
\\

As a main payload, an infrared camera designed to observe gravity waves in the Mesosphere and lower Thermosphere is planned. Gravity waves can be found throughout the atmosphere and originate from flow over topography, convection and jet imbalance. As these waves propagate upwards in the atmosphere they transport energy and momentum. This transport will have an affect on the circulation in the middle atmosphere. At an altitude of approximately 90 km we find a layer of hydroxyl molecules that emit short wave infrared radiation during the night. When gravity waves propagate through this layer, wave patterns in the radiation intensity are observed. These observations have been limited to a few ground stations, and the possibility of global coverage from a satellite will be a useful contribution to further research. 
\\

We discuss the design of an off-the-shelf camera system based on the mechanical limitations offered by the CubeSat platform, and the scientific requirements based on data from ground observations. Due to a limited downlink, signal processing techniques and algorithms to make sure the scientific data are detected, restored and compressed are presented.",1
"['Xun Sun', 'Xiaofeng Wu']",piezoelectric ultrasonic motor reaction wheel for CubeSat,"IAC 2013 congress proceedings, 64th  International Astronautical Congress (IAC),  23–27 September 2013, Beijing, China",2013,https://dl.iafastro.directory./event/IAC-2013/paper/18187/,18187,"Constructing and launching nano-satellites have become a growing trend in recent years base on low budgets and new technologies. QB50 is one of the ongoing nano-satellite projects, it is aiming to construct a network of about 40 double and 10 triple CubeSats for studying the Earth’s Thermosphere and  the satellite re-entry process. The technologies in CubeSat missions are relatively more innovative except for attitude control system, the restrictions on size and weight prevent CubeSats from implementing reaction wheels.  The majority of the existing CubeSats adopted passive actuators or magnetic torquers, however, to enable precise and fast three axis attitude control, reaction wheel is still the best option.  Ultrasonic motor (USM) base on the piezoelectric resonance has become a suitable option for CubeSat reaction wheel under the above considerations, USM has faster response time, higher holding torque, lower noise and simpler structure, and it does not interfere with magnetic field.  The immediate objective of this research is to design an USM reaction wheel subsystem for a double CubeSat of QB50 project, this design also includes innovative driver and control mechanism.  Firstly, a commercial USM was chosen, and its specifications and properties were studied, then a new driver of the USM with smaller size, fewer components and compatible with pulse-width modulation (PWM) control inputs was designed and constructed.  Besides, the structure of the double CubeSat was modified for adapting the reaction wheel subsystem. Eventually, the USM reaction wheel subsystem and the CubeSat were integrated and tested on an air bearing table, the control mechanism was then created base on the experiment results. The results show that the USM reaction wheel has a good performance, especially it is able to overcome the momentum saturation problem by its fast response time to input commands. However, the power consumption is higher than the conventional reaction wheels, and the control mechanism is comparatively complicated and not ideal due to the non-linear property of the USM.  The conclusion can be drawn that the USM reaction wheel is efficient in attitude control of the double CubeSat. For achieving a better accuracy, further research should be done in the future on designing simpler and more power efficient driver system, and also more appropriate control mechanism.",1
"['Ying Tao', 'Qiang Liu', 'Zongchuang Liang', 'Yufei Shen', 'Qiang Lv']",study and simulation analysis on traffic models of the umts based geo satellite mobile communication system,"IAC 2013 congress proceedings, 64th  International Astronautical Congress (IAC),  23–27 September 2013, Beijing, China",2013,https://dl.iafastro.directory./event/IAC-2013/paper/17997/,17997,"The UMTS based GEO satellite mobile communication system has become a major satellite mobile communications development trends along with technologies' maturity and customers' growing traffic needs. As we can see, the traffic models of the system are very important for system construction and implementation. This paper proposes a kind of UMTS based GEO satellite mobile communication systems architecture, studies system end-to-end application layer services, models different types of traffic using structure method, and conducts performance simulation in according to designed parameters. The simulation results show that the traffic of UMTS based GEO satellite mobile communication systems has similar characters with the counterpart of terrestrial ones and can meet the service needs when the proposed traffic models possess proper parameters. The paper's achievement can be in great favor of the system design.",1
['Hideo Sunakawa'],technology demonstration status of le-x engine,"IAC 2013 congress proceedings, 64th  International Astronautical Congress (IAC),  23–27 September 2013, Beijing, China",2013,https://dl.iafastro.directory./event/IAC-2013/paper/19532/,19532,"JAXA is planning to develop the next cryogenic booster engine called LE-X. With its higher reliability and reduced cost, LE-X is under study as the booster engine for the next primary launch systems in Japan1) . This paper reports the latest LE-X design, including engine system analysis, critical component designs and the technology development activities to mitigate engine development risks. 

Based on our experience and proven success,  the expander bleed cycle with cryogenic LOX/LH2 propellants is selected for the LE-X. In this cycle, a portion of high pressure hydrogen pumped by fuel turbomachinery is directed to the main combustion chamber cooling channels and then used to drive the turbines. This cycle has an inherent potential to avoid catastrophic engine damages, as well as to ensure the engine to be more simple and robust. In addition, since moisture doesn’t exist in the turbine driving gas, LE-X precludes the “freeze locking” failure of the turbine at restart.  Thus, it doesn’t require the hot gas purge between tests, consequently  simplify the maintenance operations. The engine is suitable not only for booster stage but also for upper stage which will require higher thrust level in future manned space missions.

The preliminary design of the LE-X engine system has been performed in the past several years. The Main Combustion Chamber (MCC) and the Fuel TurboPump (FTP) are recognized as potentially high development risk components. The MCC is the energy source for the turbine drive power and the heaviest component of the LE-X. Hot isostatic pressure (HIP) bonding technology is considered as a candidate to fabricate this long and heavy combustion chamber with significantly low cost. 
The turbine efficiency of FTP is one of the main drivers of engine performance. According to its configuration, LE-X FTP uses a high-pressure ratio supersonic turbine. High-fidelity CFD analysis and turbine rig test are to be conducted to verify the high-efficiency supersonic turbine design.

The LE-X engine thrust chamber and FTP full scale tests are planned in 2013, and we report the overview of the full scale tests.",1
"['Xiaohua Zhou', 'Huimin Zhao', 'Hao Li', 'Jidong Chi', 'Wenxin Chen']",the design and test of spectrum subdivision receiver for microwave radiometer on satellite,"IAC 2013 congress proceedings, 64th  International Astronautical Congress (IAC),  23–27 September 2013, Beijing, China",2013,https://dl.iafastro.directory./event/IAC-2013/paper/17559/,17559,"Microwave radiometer, a kind of passive microwave remote sensors, is used to measure the radiation of observation scene and detect the features of target as one of key loads in meteorological satellite and important remote sensing equipment in atmosphere and disaster forecast.  The signal, received by radiometer antenna, is frequency conversed by receiver, amplified by spectrum segments and then transformed to the signal power by the detector.  The brightness temperature of target is calculated after calibrating the detector outputs, which contains some important of radiators and the transmission medium. This radiometer can measure global atmospheric temperature and moisture profiles anytime and all-weather and then improve the accuracy of forecast. Considering the current documents of radiometers that measure global atmospheric temperature and moisture profiles, there are three frequency bands: 50GHz to 60GHz, 118GHz and 183GHz, the first two frequency bands are used to measure atmospheric oxygen content and temperature, while the last frequency band is used to measure atmospheric moisture. The measurements would be more accurate if the frequency band is divided into more exact part. In this paper we describe the design and test results of 13-spectrum-segments-receiving-channel microwave radiometer receiver in the band of 50GHz to 60 GHz, which is first applied on the FY-3 meteorological satellite. With the development of microwave remote sensing technology and the progress of the integrated circuit, the requirements to microwave radiometer receiver is higher.  The trend is high sensitivity, high frequency, wide band, low noise, high gain and high stability. The technical innovation in this paper is: Integration distribution scheme is adopted for radiometer receivers which contains 13 channels, but only one local oscillator, This design reduces size, weight and power consumption.  The 0Hz to 8GHz IF signal is processed by subdividing the frequency spectrum, and there are 7 wideband channels and 6 narrowband channels, which improves the detection capability of the microwave radiometer and makes the linearity reach to 0.99999. This design enhances the technical level in the nation and lays the foundation for the following design of microwave radiometer on satellite.  This design principle could be applied on all microwave radiometer on satellite.",1
['David Micheletti'],"""Pariffin-Based Hybrid Rocket Testing At The Butte AeroTec Facility""","IAC 2012 congress proceedings, 63rd  International Astronautical Congress (IAC),  1–5 October 2012, Naples, Italy",2012,https://dl.iafastro.directory./event/IAC-2012/paper/13094/,13094,"Pariffin-Based Hybrid Rocket Testing
At The Butte AeroTec Facility


A. Karabeyoglu – SPG, Inc.
D.A. Micheletti - Montana Aerospace Development Association


The classical hybrid rocket systems developed to date have suffered from two major shortcomings: 1) complex multiport fuel grains as a result of the poor regression rate performance of the classical polymeric fuels and 2) low frequency instabilities. In the past, the mitigation methods for these problem areas have introduced significant complexity to the motor design, compromising the simplicity advantage of hybrids. For example, the 250 klb motor developed by American Rocket Company (AMROC) was based on a complex 15 port wagon wheel configuration (resulting in poor fuel utilization and expensive fabrication) and the motor stability was achieved by the continuous injection of a hazardous pyrophoric substance, triethylaluminum (TEA). SPG’s paraffin-based/LOX hybrid rocket technology, which has an inherently high fuel regression rate, allows for the use of a simple single circular port fuel grain design approach. SPG has also developed a unique proprietary technology to eliminate the low frequency instabilities in LOX-based hybrids without resorting to external heat or pyrophoric liquid addition at the fore end of the motor. These two technological advancements are crucial in keeping the hybrid concept cost effective, simple and safe compared to the state of the art liquid and solid rocket systems.

In March 2009, SPG and the Montana Aerospace Development Association (MADA) initiated a test campaign for SPG’s paraffin-based/LOX hybrid rocket technology at the Butte AeroTec Facility, located near Butte, Montana.  Since that time, over 30separate tests of an 11 inch (7,000 lb. class) version of the SPG hybrid rocket have been conducted, including a “Flight-Weight” version that utilizes a filament-wound composite material for the motor casing.  SPG and MADA also plan to initiate testing of a 22-inch “Flight-Weight-Hybrid-Rocket-Motor” in February 2012.",1
"['Irene Lia Schlacht', 'Ayako Ono', 'Valentina Karga', 'Pieterjan Grandry', 'Bernard Foing']",A Field Study on the Role of Art in Space Exploration,"IAC 2012 congress proceedings, 63rd  International Astronautical Congress (IAC),  1–5 October 2012, Naples, Italy",2012,https://dl.iafastro.directory./event/IAC-2012/paper/15794/,15794,"Since 2007, the Extreme-Design Research Group has been working on researching the role of art and humanities in space exploration. Interviews, experiments, and questionnaires have been collected on how artistic/creative expression may enhance a person’s wellbeing in space, and on the cultural value of such expressions. New hypotheses and validation were also carried out regarding the role of an artist on the mission design team.
In particular, both theoretical and scientific investigations focusing on open questions and psycho-physiological reactions were carried out in parallel to artistic expression in space.
The investigations were performed with the participation of experts and astronauts, and also during mission simulations. In particular, since 2010, as members of the ILEWG EuroMoonMars Campaign at the Mars Desert Research Center, all the authors have experienced living in isolation and in an enclosed space with limited resources at their disposal and a specific diet. During this experience, the authors expressed their own perceptions and feelings about daily life in MDRS through artistic and creative expression. Interviews and psycho-physiological tests were also performed both on the experts, the astronauts, and other crew members who experienced isolation at MDRS. As the astronaut Prof. Messerschmid explained in response to the question of which role art and creativity play in space, in space exploration, astronauts are also there to represent the entire human race, which is why it is so important to send not only machines but also humans who are creative. This paper presents the conceptual, artistic, and scientific results in order to define the possibilities and the role of art in space.",4
"['Gregorio Drayer', 'Ayanna Howard']",A Granular Multi-Sensor Data Fusion Method for Life Support Systems that Enhances Situation Awareness,"GLEX 2012 conference proceedings, IAF Global Space Exploration Conference   2012,  22–24 May 2012, Washington, DC, United States",2012,https://dl.iafastro.directory./event/GLEX-2012/paper/12755/,12755,"Slow-changing characteristics of controlled environmental systems and the increasing availability of data from sensors and measurements offer  opportunities for the development of computational methods that enhance situation observability, decrease human work-load, and support real-time decision making. Some of these methods are known as multi-sensor data fusion; they combine measurements from multiple sources to produce a more concise representation of the information contained therein.  Such information can be used to design better user-centered interfaces, allowing human operators to maintain situation awareness.  Situation observability enables humans to perceive and comprehend the state the system at a given instant of time, and helps human operators in deciding what actions to take at any given time that may affect the projection of such state into the near future.  This paper presents a multi-sensor data fusion method that makes use of a collection of discrete human-inputs and measurements to generate a granular perception function that supports situation awareness.  These human-inputs are situation-rich, meaning that they combine measurements defining the operational condition of the system with a subjective assessment of its situation.  As a result, the perception function produces situation-rich signals that may be used in ecological human-interfaces or as a switching mechanism in automation strategies and fail-safe/fail-op mechanisms.  The granular perception function is a fuzzy associative memory composed of a number of granules equal to the number situations that may be detected by human observers; its development is based in the interaction of human operators with the system.  The human-input data sets are transformed into a fuzzy associative memory by an adaptive method based on particle swarms.  The paper describes the multi-sensor data fusion method proposed and its application to a ground-based aquatic habitat working as a small-scale environmental system.  Results show how this approach helps to generate signals that enhance the situation observability of the aquatic habitat.",1
"['Guey-Shin Chang', 'An-Ming Wu', 'Ho-Pen Chang']",A Perspective on Taiwan’s Earth Observation Missions,"IAC 2012 congress proceedings, 63rd  International Astronautical Congress (IAC),  1–5 October 2012, Naples, Italy",2012,https://dl.iafastro.directory./event/IAC-2012/paper/14494/,14494,"FORMOSAT-5 is a follow-on earth observation mission of FORMOSAT-2 developed by National Space Organization (NSPO) in Taiwan. FORMOSAT-5 will carry a CMOS-based Remote Sensing Instrument (RSI) with ground resolutions of 2-meter in panchromatic band and 4-meter in multi-spectrum bands with functionality and performance similar to FORMOSAT-2. Due to the tremendous usages of daily revisit capability of FORMOSAT-2, FORMOSAT-5 is designed to a higher temporal resolution with revisit cycle of 2-day in sun-synchronous orbit. With the unique feature of high temporal resolution, Taiwan’s earth observation missions become one of the significant contributors to the global satellite image user’s community, especially in the applications of environmental monitoring and nature disaster relief.

In this paper, the perspectives on developing Taiwan’s earth observation missions are presented in terms of mission design, system performance, and users’ needs. Unlike the developing trend of the international commercial imaging satellites, the design concept of FORMOSAT-5 system is more emphasizing on pursuing the higher temporal resolution instead of the higher ground resolution. According to the lessons learned from FORMOSAT-2 operations, a feature of agility is being designed allows taking images along the geographical coast or longitudinal direction to enhance the image time resolution for a designated area. Constellation concept of the follow-on earth observation missions at NSPO can also complement the drawbacks of global coverage and uniform ground resolution among the high temporal resolution satellites is elaborated as well.",1
"['Matthias Lau', 'Georg Herdrich', 'Hans-Peter Röser']",A Plug and Play Pulsed Electrothermal Thruster for CubeSat Applications,"IAC 2012 congress proceedings, 63rd  International Astronautical Congress (IAC),  1–5 October 2012, Naples, Italy",2012,https://dl.iafastro.directory./event/IAC-2012/paper/14206/,14206,"Pulsed Plasma Thrusters (PPTs) are well known for their simple, robust and lightweight design. They look back at numerous space flights and represent a cheap solution for secondary propulsion and even primary propulsion for long duration missions. A recent study at the Institute of Space Systems (IRS) found an international trend to improve access to space by aiming at the development of cheaper and smaller satellites as well as to increase the mission range of as yet unpropelled micro satellites. The PPT’s comparably high specific impulse and use of solid propellant has led to an effort at IRS to turn its advantages into a feasible propulsion system option preferable to conventional chemical systems. 
A new miniature pulsed electrothermal thruster (PET) has been developed at IRS, drawing experience from ten years of PPT development and wide expertise in the fields of electric thrusters, re-entry technology and numerical plasma simulation at IRS. The PET uses a capacitor for energy storage in between pulses with a power consumption below 5 W. The capacitor voltage is applied to two coaxial electrodes at either ends of a hollow cylinder. One of the electrodes is closed while the other is shaped into a supersonic nozzle to create a discharge channel. An igniter triggers a breakdown between the electrodes, creating discharge plasma. The plasma ablates the inner cylinder walls while the nozzle expands the heated gas and accelerates it to create thrust. The PET proved flawless operation and is now also used for education as part of a mandatory student electric thruster laboratory (LEA) at IRS with its very own test facility.
The next step at IRS is to build up, test and optimize a flight-ready thruster system with the PET and miniaturize existing hardware for thruster operation, monitoring and control. To account for and preserve the robustness of the system, we aim at developing a Plug and Play solution for seamingless integration into standard CubeSat architectures.
The work presented in this paper will include a detailed description of the optimized PET thruster hardware and its miniaturized system components. A description of the thruster theory will be included for data analysis and optimization. The system architecture and technical data are presented for integration into common CubeSat platforms. Testing setups for lifecycle testing and thruster performance characterization will also be described and results from the tests will be presented and analyzed.",1
"['Hiroshi Nagano', 'Yukio Hayakawa', 'Kenichi Kajiwara', 'Hiroyuki Osuga', 'Isao Terukina', 'Kentaro Suzuki', 'Kazuo Shuto']",A new power processing control unit for a 20 mN class ion engine system,"IAC 2012 congress proceedings, 63rd  International Astronautical Congress (IAC),  1–5 October 2012, Naples, Italy",2012,https://dl.iafastro.directory./event/IAC-2012/paper/13182/,13182,"Japan Aerospace Exploration Agency (JAXA) and Mitsubishi Electric Corporation (MELCO) are developing a new Power Processing Control Unit (PPCU) for the 20 mN class ion thruster used in the Kiku-8 spacecraft. This PPCU will be first used in the ion propulsion system for the Super Low Altitude Test Satellite (SLATS) of JAXA. The PPCU consists of the seven power supplies including a high voltage power supply, an auxiliary power converter, a signal interface circuit and a primary power sources interface. It contains the function of a Controller that was a separate component in the Kiku-8 ion propulsion system to reduce the its total mass, volume and cost. Therefore, the signal interface circuit receives Commands and sends Telemetries from/to the Data Handling Unit of the satellite, and has a Thruster Control Algorithm such as the discharge mode and the beam generation mode. The bus power interface with the satellite system has been changed to 22 V to 32 V from 100 V in the Kiku-8. After the PPCU BBM was designed, fabricated and verified in the integrated test with an ion thruster, a partial Engineering Model that only has a high voltage power supply was designed and fabricated. To reduce mass and volume, a new printed wiring board (PWB) of CFRP core was developed and applied to the PPCU. The PWB of CFRP core shows higher heat conductivity and lower thermal expansion than the conventional PWB, which enable to mount large-scale ceramic packages on the PWB instead of mounting on the structure. Applying the PWB of CFRP core, A partial EM of the PPCU was realized with lower mass and smaller size than a previous PPCU. The performance test of the partial EM was conducted and showed good performance. Presently, it is under the environmental tests such as vibration test and thermal cycle test. The technology of the partial EM will be applied to the design and fabrication of the PPCU EFM for the SLATS.",3
"['Masanori Tsuboi', 'Toyonori Kobayakawa', 'Kotaro Aoki', 'Yoshichika Tanabe', 'Ko Ogasawara']",A reference study on constructing human exploration station at Earth-Moon Libration point,"IAC 2012 congress proceedings, 63rd  International Astronautical Congress (IAC),  1–5 October 2012, Naples, Italy",2012,https://dl.iafastro.directory./event/IAC-2012/paper/15971/,15971,"On Sep 2011, International Space Exploration Coordination Group (ISECG) released reference mission scenario ultimately conducting the manned exploration to Mars. On the course of attaining the ultimate goal, several preparatory exploration missions might be required. One of the most promising intermediate destinations is Earth-Moon Lagrange Points (EMLs) which have unique characteristic of gravitational equilibrium. Among the 5 EMLs, L2 is considered as the most superior position not only as the staging station for further solar system exploration but as the base camp for lunar far side exploration.
This paper outlines the logistic scenario for the L2 station to clarify the affordability in constructing and maintaining such L2 outpost. Assuming the currently existing and evolution system from the current transportation workforces, several patterns of logistic scenario are presented. Also, this paper suggests the possibility of the transportation efficiency improvements by using the swing-by trajectory and by optimum coupling of chemical-electric propulsion.",1
"['Daeban Seo', 'Sejin Kwon']",A study on the improvement of ignition and thrust repeatability of a micro solid propellant thruster array,"IAC 2012 congress proceedings, 63rd  International Astronautical Congress (IAC),  1–5 October 2012, Naples, Italy",2012,https://dl.iafastro.directory./event/IAC-2012/paper/15492/,15492,"With advance in MEMS technology, the nano-satellites have received attention in the space field due to its low launch cost, production cost and operation cost. To successfully develop and operate the nano-satellites, it is essential to develop micro propulsion systems for attitude or orbit control. A micro solid propellant thruster is one kind of those micro propulsion systems. It has very simple structure and does not need moving parts such as valves and pumps, hence it is considered as the most suitable micro-thruster among micro propulsion systems. In general, it consists of a nozzle, an igniter and a chamber likes conventional solid propellant thrusters. To compensate for the one-shot characteristic of the solid propellant, the micro solid propellant thruster has been developed as in an array-type. For this array-type micro thruster to be usable in nano-satellites, the thruster units in the array must have a low performance variation and a high ignition success rate with uniform characteristics, i.e., good repeatability, so that the systems can be controlled effectively. Although many research teams developed the micro solid propellant thruster array, those points are still awaited. 
In this study, as the first step toward achieving those points, we develope a novel type of micro igniter because the igniter is the key component of a micro solid propellant thruster. The developed micro igniter is fabricated using a glass wafer for high structural stability of a membrane. In this design, the heater which generates Joule’s heat is in direct contact with the propellant to improve an adhesion between the membrane and the propellant. And thickness of the membrane can be uniform by polishing process of the glass wafer for its same rupture time. After the igniter is fabricated, other components are fabricated and integrated with the igniter. The size of fabricated micro solid propellant thruster array is 5 x 5, and all components are fabricated using a glass wafer. The ignition performance evaluation and thrust performance evaluation of the thruster array is conducted. The measured ignition success rate is 100\%. The calculated standard deviations of the ignition delay and ignition energy of the thruster units are 1.35 ms and 3.11 mJ, respectively. The calculated standard deviation of the thrust and total impulse are 0.369 N and 0.04 mNs, respectively. Through the development of the micro igniter, we successfully improve the ignition repeatability and thrust repeatability of the micro solid propellant thruster array.",5
"['Marta Ceccaroni', 'Francesco Biscani', 'James Biggs']",Analytical perturbative theories of motion in highly inhomogeneous gravitational fields,"IAC 2012 congress proceedings, 63rd  International Astronautical Congress (IAC),  1–5 October 2012, Naples, Italy",2012,https://dl.iafastro.directory./event/IAC-2012/paper/14267/,14267,"The motion of bodies subject to inhomogeneous gravitational fields is a classical subject of research in the context of celestial mechanics. In recent years this type of research has become important to future planned missions of spacecraft to the moon and other solar system bodies, in addition to asteroid detection missions. The analysis of spacecraft motion about these bodies is particularly challenging as they typically feature shapes and density distributions more irregular than those of planets. Such irregularities break symmetries and require more complicated analytical expressions for their description, increasing the complexity involved in such studies.

Numerical methods are today widely used to study the trajectories of objects orbiting specific irregular bodies. These methods can be highly computational and require a complete re-design for each different body. Analytical methods, by contrast, have the potential to rapidly generate suitable reference motions for general bodies with inhomogeneous gravitational fields. Furthermore, analytical methods can provide a full dynamical picture of the motion around irregular bodies that can be used to search and study particular classes of orbits useful. However highly inhomogeneous bodies require symbolic computations involving extensive algebraic manipulations, which cannot be carried out “by hand”. Therefore analytical methods are usually limited to the oblateness and ellipticity terms describing the gravitational potential of the body, moreover  truncation  of the analytic transformations has only be considered to the first order.

This paper presents a general perturbative theory of motion, which considers the terms of the gravitational potential up to an arbitrary order to construct a precise Hamiltonian formulation of the problem. The general, analytical, computer assisted, method here described is based on the application of Deprit’s method for the relegation on variables in the Whittaker polar-nodal coordinates and a Delaunay normalisation to arbitrary order to reduce the complexity of the problem (i.e. the  number of degrees of freedom). This allows a more accurate description of the dynamics of the system which can be applied to every celestial body and which, in particular, can be exploited for finding initial conditions to yield frozen orbits. These orbits can then be used as reference trajectories in missions that require close inspection of asteroids. To this end an application to derive frozen orbits for Eros 433 is provided which could be of key interest for observational missions around this asteroid.",1
